symbol,session,n_probes,n_miss,max_n,has_min_month_file,has_session_bars,has_regular_bars,prior_close,prior_adv,has_quote_month_file,daily_eligible,first_trade_et,category
BCAL,2025-08-27,10,1,71,1,1,1,16.82,1572534.0,1,0,09:30,intra_session_sparse
BCAR,2025-08-27,10,10,0,0,0,0,9.91,2673241.0,0,1,,no_minute_file
BCAX,2025-08-27,10,2,114,1,1,1,12.04,3428941.0,1,1,09:30,intra_session_sparse
BCDA,2025-08-27,10,2,56,1,1,1,1.96,1259940.0,1,0,09:50,intra_session_sparse
BCG,2025-08-27,10,10,0,0,0,0,1.99,24954.0,0,0,,no_minute_file
BCHT,2025-08-27,10,10,0,0,0,0,,,0,0,,no_daily_history
BCRX,2025-08-27,10,0,334,1,1,1,8.58,27091059.0,1,1,08:00,intra_session_sparse
BCS,2025-08-27,10,10,0,1,0,0,20.4,233855518.0,1,0,,no_session_bars_has_month_file
BCSF,2025-08-27,10,2,160,1,1,1,15.5,4010068.0,1,1,09:30,intra_session_sparse
BCTX,2025-08-27,10,0,84,1,1,1,8.21,764883.0,1,0,07:40,intra_session_sparse
BDCI,2025-08-27,10,10,0,0,0,0,,,0,0,,no_daily_history
BDMD,2025-08-27,10,2,113,1,1,1,2.55,640751.0,1,0,09:05,intra_session_sparse
BDRX,2025-08-27,10,10,0,0,0,0,27.9,225553.0,0,0,,no_minute_file
BDSX,2025-08-27,10,1,150,1,1,1,9.3,523456.0,1,0,04:03,intra_session_sparse
BDTX,2025-08-27,10,0,185,1,1,1,2.9,2399269.0,1,1,06:32,intra_session_sparse
BEAG,2025-08-27,10,8,8,1,1,1,10.36,941890.0,1,0,14:05,intra_session_sparse
BEAM,2025-08-27,10,0,370,1,1,1,16.64,44605774.0,1,1,05:11,intra_session_sparse
BEAT,2025-08-27,10,10,0,0,0,0,1.15,131141.0,0,0,,no_minute_file
BEEM,2025-08-27,10,0,117,1,1,1,2.92,517980.0,1,0,04:06,intra_session_sparse
BENF,2025-08-27,10,0,335,1,1,1,3.331,2819884.0,1,1,04:00,intra_session_sparse
BETA,2025-08-27,10,10,0,0,0,0,,,0,0,,no_daily_history
BFLY,2025-08-27,10,0,359,1,1,1,1.59,5830686.0,1,1,06:41,intra_session_sparse
BFRG,2025-08-27,10,10,0,1,0,0,1.25,149362.0,1,0,,no_session_bars_has_month_file
BGC,2025-08-27,10,0,299,1,1,1,10.19,29986369.0,1,1,09:30,intra_session_sparse
BGDE,2025-08-27,10,10,0,1,0,0,8.642,87230.0,1,0,,no_session_bars_has_month_file
BGI,2025-08-27,10,10,0,0,0,0,0.676,105887.0,0,0,,no_minute_file
BGIN,2025-08-27,10,10,0,0,0,0,,,0,0,,no_daily_history
BGL,2025-08-27,10,2,74,1,1,1,11.3,1380359.0,1,0,08:00,intra_session_sparse
BGLC,2025-08-27,10,2,43,1,1,1,5.59,21954771.0,1,1,07:46,intra_session_sparse
BGMS,2025-08-27,10,2,83,1,1,1,7.49,1796480.0,1,0,09:30,intra_session_sparse
BGS,2025-08-27,10,0,327,1,1,1,4.39,11170262.0,1,1,09:30,intra_session_sparse
BGSF,2025-08-27,10,10,0,1,0,0,6.14,172301.0,1,0,,no_session_bars_has_month_file
BHAV,2025-08-27,10,10,0,0,0,0,,,0,0,,no_daily_history
BHC,2025-08-27,10,0,323,1,1,1,7.17,34078149.0,1,1,08:11,intra_session_sparse
BHK,2025-08-27,10,0,131,1,1,1,9.63,2559576.0,1,1,09:30,intra_session_sparse
BHR,2025-08-27,10,0,347,1,1,1,2.25,460880.0,1,0,06:33,intra_session_sparse
BHVN,2025-08-27,10,0,317,1,1,1,15.73,36062266.0,1,1,07:00,intra_session_sparse
BIAF,2025-08-27,10,10,0,1,0,0,7.566,137712.0,1,0,,no_session_bars_has_month_file
BIII,2025-08-27,10,10,0,0,0,0,,,0,0,,no_daily_history
BIOA,2025-08-27,10,0,86,1,1,1,4.61,374910.0,1,0,08:00,intra_session_sparse
BIOX,2025-08-27,10,2,167,1,1,1,2.81,707848.0,1,0,09:28,intra_session_sparse
BIRD,2025-08-27,10,2,49,1,1,1,6.48,540664.0,1,0,09:30,intra_session_sparse
BIYA,2025-08-27,10,10,0,1,0,0,14.25,164139.0,1,0,,no_session_bars_has_month_file
BJDX,2025-08-27,10,2,41,1,1,1,5.44,9716667.0,1,1,08:04,intra_session_sparse
BKD,2025-08-27,10,0,337,1,1,1,7.73,22084326.0,1,1,09:30,intra_session_sparse
BKKT,2025-08-27,10,0,262,1,1,1,8.89,13947388.0,1,1,04:00,intra_session_sparse
BKSY,2025-08-27,10,0,346,1,1,1,18.21,29579531.0,1,1,04:00,intra_session_sparse
BLCO,2025-08-27,10,0,244,1,1,1,14.44,11785113.0,1,1,09:30,intra_session_sparse
BLDP,2025-08-27,10,0,315,1,1,1,2.06,7756973.0,1,1,04:01,intra_session_sparse
BLFS,2025-08-27,10,10,0,0,0,0,25.65,13949490.0,0,0,,no_minute_file
BLMN,2025-08-27,10,0,350,1,1,1,7.17,25123588.0,1,1,04:01,intra_session_sparse
BLND,2025-08-27,10,0,373,1,1,1,3.47,11432484.0,1,1,08:02,intra_session_sparse
BLNE,2025-08-27,10,0,362,1,1,1,1.46,2050382.0,1,1,04:00,intra_session_sparse
BLNK,2025-08-27,10,0,356,1,1,1,1.01,2149117.0,1,1,04:03,intra_session_sparse
BLUW,2025-08-27,10,10,0,1,0,0,9.96,1400853.0,1,0,,no_session_bars_has_month_file
BLZE,2025-08-27,10,0,218,1,1,1,8.12,5221046.0,1,1,08:04,intra_session_sparse
BLZR,2025-08-27,10,10,0,0,0,0,,,0,0,,no_daily_history
BMBL,2025-08-27,10,0,358,1,1,1,6.45,31204402.0,1,1,08:35,intra_session_sparse
BMEA,2025-08-27,10,0,192,1,1,1,1.83,1081747.0,1,0,05:16,intra_session_sparse
BMNR,2025-08-27,10,10,0,0,0,0,49.95,3236391913.0,0,0,,no_minute_file
BMR,2025-08-27,10,2,201,1,1,1,2.99,964347.0,1,0,04:46,intra_session_sparse
BMRA,2025-08-27,10,2,42,1,1,1,3.29,7253175.0,1,1,08:34,intra_session_sparse
BNAI,2025-08-27,10,10,0,1,0,0,3.13,90787.0,1,0,,no_session_bars_has_month_file
BNBX,2025-08-27,10,2,37,1,1,1,3.35,308999.0,1,0,04:26,intra_session_sparse
BNC,2025-08-27,10,10,0,1,0,0,22.62,10417681.0,1,0,,no_session_bars_has_month_file
BNED,2025-08-27,10,0,183,1,1,1,8.71,2660763.0,1,1,09:30,intra_session_sparse
BNGO,2025-08-27,10,0,98,1,1,1,3.99,514207.0,1,0,08:00,intra_session_sparse
BNKK,2025-08-27,10,0,355,1,1,1,15.63,6719105.0,1,1,06:37,intra_session_sparse
BNL,2025-08-27,10,0,339,1,1,1,18.31,31482390.0,1,1,09:30,intra_session_sparse
BNTC,2025-08-27,10,1,53,1,1,1,12.76,518469.0,1,0,09:30,intra_session_sparse
BOBS,2025-08-27,10,10,0,0,0,0,,,0,0,,no_daily_history
BOC,2025-08-27,10,2,209,1,1,1,13.59,2950414.0,1,1,09:30,intra_session_sparse
BODI,2025-08-27,10,10,0,0,0,0,5.62,133937.0,0,0,,no_minute_file
BOF,2025-08-27,10,0,29,1,1,1,2.14,272058.0,1,0,04:19,intra_session_sparse
BON,2025-08-27,10,10,0,1,0,0,1.39,99160.0,1,0,,no_session_bars_has_month_file
BOOM,2025-08-27,10,1,95,1,1,1,6.6,1494834.0,1,0,09:30,intra_session_sparse
BORR,2025-08-27,10,0,373,1,1,1,2.83,14142884.0,1,1,04:24,intra_session_sparse
BOXL,2025-08-27,10,10,0,0,0,0,10.81,44218.0,0,0,,no_minute_file
BPAC,2025-08-27,10,10,0,0,0,0,,,0,0,,no_daily_history
BQ,2025-08-27,10,10,0,1,0,0,2.671,58943.0,1,0,,no_session_bars_has_month_file
BRAI,2025-08-27,10,10,0,0,0,0,,,0,0,,no_daily_history
BRBI,2025-08-27,10,10,0,0,0,0,,,0,0,,no_daily_history
BRBR,2025-08-27,10,10,0,0,0,0,39.77,177001870.0,0,0,,no_minute_file
BRBS,2025-08-27,10,2,232,1,1,1,3.88,1817657.0,1,0,09:30,intra_session_sparse
BRCB,2025-08-27,10,10,0,0,0,0,,,0,0,,no_daily_history
BRIA,2025-08-27,10,10,0,0,0,0,2.64,7212.0,0,0,,no_minute_file
BRLS,2025-08-27,10,10,0,0,0,0,3.001,35016.0,0,0,,no_minute_file
BRLT,2025-08-27,10,0,284,1,1,1,2.76,6430391.0,1,1,04:13,intra_session_sparse
BRR,2025-08-27,10,1,53,1,1,1,10.145,3323850.0,1,1,09:25,intra_session_sparse
BRSL,2025-08-27,10,0,342,1,1,1,16.36,33034735.0,1,1,09:30,intra_session_sparse
BRSP,2025-08-27,10,1,210,1,1,1,5.73,4032095.0,1,1,09:30,intra_session_sparse
BRUN,2025-08-27,10,10,0,0,0,0,10.27,46876.0,0,0,,no_minute_file
BRZE,2025-08-27,10,10,0,0,0,0,25.8,29524890.0,0,0,,no_minute_file
BSBR,2025-08-27,10,0,283,1,1,1,5.12,3726139.0,1,1,09:30,intra_session_sparse
BSM,2025-08-27,10,0,326,1,1,1,12.12,5934163.0,1,1,09:30,intra_session_sparse
BTAI,2025-08-27,10,0,376,1,1,1,5.24,96214550.0,1,1,04:00,intra_session_sparse
BTBD,2025-08-27,10,2,49,1,1,1,1.77,18193975.0,1,1,08:00,intra_session_sparse
BTBT,2025-08-27,10,0,376,1,1,1,2.81,90326282.0,1,1,04:00,intra_session_sparse
BTCS,2025-08-27,10,0,363,1,1,1,4.4,22425483.0,1,1,04:02,intra_session_sparse
BTDR,2025-08-27,10,0,372,1,1,1,12.95,40667623.0,1,1,08:12,intra_session_sparse
BTE,2025-08-27,10,0,375,1,1,1,2.13,44736146.0,1,1,08:08,intra_session_sparse
BTG,2025-08-27,10,0,376,1,1,1,4.05,119542868.0,1,1,05:22,intra_session_sparse
BTGO,2025-08-27,10,10,0,0,0,0,,,0,0,,no_daily_history
BTOC,2025-08-27,10,10,0,0,0,0,1.4,29166.0,0,0,,no_minute_file
BTOG,2025-08-27,10,10,0,1,0,0,27.66,8234603.0,1,0,,no_session_bars_has_month_file
BTQ,2025-08-27,10,10,0,0,0,0,,,0,0,,no_daily_history
BTTC,2025-08-27,10,0,95,1,1,1,5.0,358932.0,1,0,04:00,intra_session_sparse
BTU,2025-08-27,10,0,370,1,1,1,16.91,83196960.0,1,1,05:38,intra_session_sparse
BUDA,2025-08-27,10,10,0,0,0,0,,,0,0,,no_daily_history
BULL,2025-08-27,10,0,376,1,1,1,15.0,171839797.0,1,1,04:01,intra_session_sparse
BUR,2025-08-27,10,0,335,1,1,1,13.94,19024632.0,1,1,04:56,intra_session_sparse
BURU,2025-08-27,10,10,0,1,0,0,0.877,2546142.0,1,0,,no_session_bars_has_month_file
BV,2025-08-27,10,1,303,1,1,1,14.61,14138792.0,1,1,09:30,intra_session_sparse
BVC,2025-08-27,10,10,0,0,0,0,6.501,26669.0,0,0,,no_minute_file
BVN,2025-08-27,10,0,307,1,1,1,18.95,17570700.0,1,1,04:16,intra_session_sparse
BVS,2025-08-27,10,1,290,1,1,1,7.27,4257471.0,1,1,09:30,intra_session_sparse
BW,2025-08-27,10,0,345,1,1,1,1.71,2461266.0,1,1,06:30,intra_session_sparse
BWB,2025-08-27,10,0,34,1,1,1,16.38,855915.0,1,0,09:30,intra_session_sparse
BWEN,2025-08-27,10,2,36,1,1,1,2.21,534208.0,1,0,09:30,intra_session_sparse
BWIN,2025-08-27,10,10,0,0,0,0,32.82,35591651.0,0,0,,no_minute_file
BWLP,2025-08-27,10,0,318,1,1,1,15.1,5414051.0,1,1,04:00,intra_session_sparse
BWMX,2025-08-27,10,2,44,1,1,1,13.32,924823.0,1,0,08:50,intra_session_sparse
BYAH,2025-08-27,10,10,0,0,0,0,26.65,520730.0,0,0,,no_minute_file
BYND,2025-08-27,10,0,332,1,1,1,2.49,6677728.0,1,1,04:13,intra_session_sparse
BYRN,2025-08-27,10,10,0,1,0,0,19.88,9300486.0,1,1,,no_session_bars_has_month_file
BZ,2025-08-27,10,10,0,1,0,0,22.93,101482266.0,1,0,,no_session_bars_has_month_file
BZAI,2025-08-27,10,0,320,1,1,1,3.87,4415682.0,1,1,08:00,intra_session_sparse
BZFD,2025-08-27,10,2,54,1,1,1,2.0,659772.0,1,0,09:30,intra_session_sparse
BZH,2025-08-27,10,10,0,0,0,0,25.31,9657660.0,0,0,,no_minute_file
CAAP,2025-08-27,10,10,0,1,0,0,20.9,2663378.0,1,0,,no_session_bars_has_month_file
CABA,2025-08-27,10,0,269,1,1,1,1.53,2097263.0,1,1,04:02,intra_session_sparse
CABR,2025-08-27,10,10,0,0,0,0,,,0,0,,no_daily_history
CADL,2025-08-27,10,0,227,1,1,1,5.96,3705241.0,1,1,04:46,intra_session_sparse
CAG,2025-08-27,10,0,376,1,1,1,18.79,242773433.0,1,1,05:25,intra_session_sparse
CAI,2025-08-27,10,10,0,0,0,0,38.39,26093221.0,0,0,,no_minute_file
CAL,2025-08-27,10,0,320,1,1,1,15.05,8435721.0,1,1,09:30,intra_session_sparse
CALC,2025-08-27,10,10,0,1,0,0,2.87,140579.0,1,0,,no_session_bars_has_month_file
CALY,2025-08-27,10,0,366,1,1,1,9.89,28713560.0,1,1,09:30,intra_session_sparse
CAMP,2025-08-27,10,10,0,0,0,0,1.53,160255.0,0,0,,no_minute_file
CANG,2025-08-27,10,2,97,1,1,1,4.91,2208614.0,1,1,09:30,intra_session_sparse
CAPR,2025-08-27,10,0,338,1,1,1,6.47,13523780.0,1,1,04:13,intra_session_sparse
CAPS,2025-08-27,10,0,211,1,1,1,1.42,9321009.0,1,1,04:03,intra_session_sparse
CARE,2025-08-27,10,2,104,1,1,1,19.39,1448969.0,1,0,09:30,intra_session_sparse
CARL,2025-08-27,10,0,144,1,1,1,13.75,2252466.0,1,1,09:30,intra_session_sparse
CARS,2025-08-27,10,0,216,1,1,1,13.1,12171533.0,1,1,09:30,intra_session_sparse
CAST,2025-08-27,10,10,0,0,0,0,,,0,0,,no_daily_history
CATX,2025-08-27,10,0,223,1,1,1,3.6,2446513.0,1,1,06:25,intra_session_sparse
CBAN,2025-08-27,10,2,51,1,1,1,17.13,948218.0,1,0,09:30,intra_session_sparse
CBIO,2025-08-27,10,2,61,1,1,1,14.47,1364730.0,1,0,09:48,intra_session_sparse
CBLL,2025-08-27,10,2,130,1,1,1,11.46,5006758.0,1,1,09:26,intra_session_sparse
CBUS,2025-08-27,10,2,78,1,1,1,1.36,296091.0,1,0,09:30,intra_session_sparse
CC,2025-08-27,10,0,360,1,1,1,15.19,60437636.0,1,1,08:51,intra_session_sparse
CCAP,2025-08-27,10,1,227,1,1,1,15.63,3233058.0,1,1,08:30,intra_session_sparse
CCC,2025-08-27,10,0,370,1,1,1,9.68,79678940.0,1,1,09:30,intra_session_sparse
CCCC,2025-08-27,10,0,220,1,1,1,2.57,4075519.0,1,1,08:00,intra_session_sparse
CCHH,2025-08-27,10,10,0,0,0,0,,,0,0,,no_daily_history
CCII,2025-08-27,10,10,0,0,0,0,10.12,7075.0,0,0,,no_minute_file
CCIX,2025-08-27,10,2,10,1,1,1,10.56,458925.0,1,0,10:20,intra_session_sparse
CCLD,2025-08-27,10,0,305,1,1,1,3.68,1678256.0,1,0,07:37,intra_session_sparse
CCO,2025-08-27,10,0,350,1,1,1,1.26,4474059.0,1,1,08:42,intra_session_sparse
CCOI,2025-08-27,10,10,0,0,0,0,37.41,72487494.0,0,0,,no_minute_file
CCRN,2025-08-27,10,0,172,1,1,1,13.23,3667868.0,1,1,09:30,intra_session_sparse
CCTG,2025-08-27,10,10,0,0,0,0,11.1,8851.0,0,0,,no_minute_file
CCU,2025-08-27,10,0,130,1,1,1,12.22,2563883.0,1,1,09:30,intra_session_sparse
CD,2025-08-27,10,0,115,1,1,1,5.18,1015683.0,1,0,09:30,intra_session_sparse
CDE,2025-08-27,10,0,376,1,1,1,12.3,152567973.0,1,1,04:15,intra_session_sparse
CDIO,2025-08-27,10,10,0,0,0,0,3.67,142923.0,0,0,,no_minute_file
CDLX,2025-08-27,10,0,371,1,1,1,1.03,1963051.0,1,0,08:49,intra_session_sparse
CDNA,2025-08-27,10,0,365,1,1,1,12.81,16606123.0,1,1,09:26,intra_session_sparse
CDTG,2025-08-27,10,10,0,0,0,0,14.85,29766.0,0,0,,no_minute_file
CDXS,2025-08-27,10,0,329,1,1,1,2.63,3547891.0,1,1,08:14,intra_session_sparse
CDZI,2025-08-27,10,1,204,1,1,1,3.7,1607869.0,1,0,08:00,intra_session_sparse
CENN,2025-08-27,10,10,0,0,0,0,31.69,171379.0,0,0,,no_minute_file
CEPF,2025-08-27,10,10,0,0,0,0,10.135,47586233.0,0,1,,no_minute_file
CEPO,2025-08-27,10,0,147,1,1,1,10.47,3703384.0,1,1,09:28,intra_session_sparse
CEPS,2025-08-27,10,10,0,0,0,0,,,0,0,,no_daily_history
CEPT,2025-08-27,10,2,19,1,1,1,10.62,1642519.0,1,0,09:56,intra_session_sparse
CEPV,2025-08-27,10,10,0,0,0,0,,,0,0,,no_daily_history
CERS,2025-08-27,10,1,221,1,1,1,1.33,1673690.0,1,0,05:11,intra_session_sparse
CERT,2025-08-27,10,0,301,1,1,1,10.87,14962663.0,1,1,09:30,intra_session_sparse
CETY,2025-08-27,10,10,0,1,0,0,3.602,164349.0,1,0,,no_session_bars_has_month_file
CEVA,2025-08-27,10,10,0,0,0,0,22.97,6351191.0,0,0,,no_minute_file
CFFN,2025-08-27,10,0,294,1,1,1,6.42,4056364.0,1,1,08:00,intra_session_sparse
CGAU,2025-08-27,10,0,274,1,1,1,7.86,10880704.0,1,1,05:40,intra_session_sparse
CGBD,2025-08-27,10,0,218,1,1,1,13.81,6629950.0,1,1,09:30,intra_session_sparse
CGC,2025-08-27,10,0,369,1,1,1,1.47,35692396.0,1,1,04:00,intra_session_sparse
CGCT,2025-08-27,10,10,0,1,0,0,10.02,1134081.0,1,0,,no_session_bars_has_month_file
CGEM,2025-08-27,10,0,210,1,1,1,7.64,3063856.0,1,1,09:30,intra_session_sparse
CGNT,2025-08-27,10,2,108,1,1,1,8.64,1678630.0,1,0,07:00,intra_session_sparse
CGTL,2025-08-27,10,10,0,1,0,0,0.622,258153.0,1,0,,no_session_bars_has_month_file
CGTX,2025-08-27,10,0,363,1,1,1,2.855,19870273.0,1,1,04:01,intra_session_sparse
CHAI,2025-08-27,10,2,146,1,1,1,11.68,2216390.0,1,1,05:10,intra_session_sparse
CHEC,2025-08-27,10,10,0,0,0,0,,,0,0,,no_daily_history
CHGG,2025-08-27,10,0,337,1,1,1,1.37,2986035.0,1,1,04:54,intra_session_sparse
CHNR,2025-08-27,10,10,0,1,0,0,3.878,110389.0,1,0,,no_session_bars_has_month_file
CHOW,2025-08-27,10,10,0,0,0,0,,,0,0,,no_daily_history
CHPT,2025-08-27,10,0,203,1,1,1,11.58,6483456.0,1,1,08:00,intra_session_sparse
CHR,2025-08-27,10,10,0,0,0,0,180.0,106816.0,0,0,,no_minute_file
CHRN,2025-08-27,10,10,0,1,0,0,3.74,185116.0,1,0,,no_session_bars_has_month_file
CHRS,2025-08-27,10,0,294,1,1,1,1.13,1468459.0,1,0,06:04,intra_session_sparse
CHYM,2025-08-27,10,10,0,0,0,0,27.12,71636483.0,0,0,,no_minute_file
CIFR,2025-08-27,10,0,376,1,1,1,7.12,123402985.0,1,1,04:00,intra_session_sparse
CIG,2025-08-27,10,0,335,1,1,1,1.99,4495163.0,1,1,09:19,intra_session_sparse
CIIT,2025-08-27,10,10,0,0,0,0,5.6,68458.0,0,0,,no_minute_file
CIM,2025-08-27,10,0,239,1,1,1,14.06,7181051.0,1,1,08:34,intra_session_sparse
CING,2025-08-27,10,0,78,1,1,1,4.3,681845.0,1,0,08:00,intra_session_sparse
CINT,2025-08-27,10,0,185,1,1,1,5.18,730982.0,1,0,09:30,intra_session_sparse
CION,2025-08-27,10,0,170,1,1,1,10.86,2666657.0,1,1,09:30,intra_session_sparse
CISS,2025-08-27,10,10,0,0,0,0,420.0,886334.0,0,0,,no_minute_file
CIVB,2025-08-27,10,10,0,1,0,0,21.0,2075707.0,1,0,,no_session_bars_has_month_file
CJMB,2025-08-27,10,10,0,0,0,0,4.925,32410.0,0,0,,no_minute_file
CLB,2025-08-27,10,0,233,1,1,1,11.12,4968417.0,1,1,09:30,intra_session_sparse
CLBK,2025-08-27,10,2,100,1,1,1,15.25,1714066.0,1,0,09:30,intra_session_sparse
CLBT,2025-08-27,10,0,371,1,1,1,15.8,35111802.0,1,1,07:46,intra_session_sparse
CLF,2025-08-27,10,0,376,1,1,1,10.54,178678585.0,1,1,04:29,intra_session_sparse
CLIK,2025-08-27,10,0,78,1,1,1,10.05,887780.0,1,0,07:23,intra_session_sparse
CLMB,2025-08-27,10,10,0,0,0,0,30.81,8234588.0,0,0,,no_minute_file
CLMT,2025-08-27,10,0,243,1,1,1,16.0,14610814.0,1,1,09:30,intra_session_sparse
CLNE,2025-08-27,10,0,325,1,1,1,2.59,4829011.0,1,1,08:00,intra_session_sparse
CLNN,2025-08-27,10,2,31,1,1,1,5.38,495702.0,1,0,09:26,intra_session_sparse
CLOV,2025-08-27,10,0,346,1,1,1,2.67,21362270.0,1,1,05:26,intra_session_sparse
CLPT,2025-08-27,10,0,138,1,1,1,10.64,4362796.0,1,1,08:29,intra_session_sparse
CLRB,2025-08-27,10,2,126,1,1,1,4.76,658015.0,1,0,07:25,intra_session_sparse
CLSK,2025-08-27,10,0,376,1,1,1,9.68,195112698.0,1,1,04:00,intra_session_sparse
CLVT,2025-08-27,10,0,367,1,1,1,4.47,20205012.0,1,1,05:23,intra_session_sparse
CLW,2025-08-27,10,10,0,0,0,0,21.42,6911694.0,0,0,,no_minute_file
CLYM,2025-08-27,10,0,255,1,1,1,2.33,1627203.0,1,0,04:51,intra_session_sparse
CMBT,2025-08-27,10,0,370,1,1,1,8.54,17164341.0,1,1,06:45,intra_session_sparse
CMCO,2025-08-27,10,2,165,1,1,1,15.22,5332456.0,1,1,09:30,intra_session_sparse
CMII,2025-08-27,10,10,0,0,0,0,,,0,0,,no_daily_history
CMND,2025-08-27,10,10,0,0,0,0,404.0,64342.0,0,0,,no_minute_file
CMP,2025-08-27,10,1,191,1,1,1,19.64,9022993.0,1,1,09:30,intra_session_sparse
CMPS,2025-08-27,10,0,321,1,1,1,4.76,8269749.0,1,1,06:57,intra_session_sparse
CMPX,2025-08-27,10,0,331,1,1,1,3.15,4332215.0,1,1,04:32,intra_session_sparse
CMRC,2025-08-27,10,0,180,1,1,1,4.59,4630500.0,1,1,09:25,intra_session_sparse
CMRE,2025-08-27,10,1,337,1,1,1,11.82,6667972.0,1,1,09:30,intra_session_sparse
CMTL,2025-08-27,10,2,66,1,1,1,1.97,269743.0,1,0,09:30,intra_session_sparse
CNCK,2025-08-27,10,2,61,1,1,1,4.9,277016.0,1,0,09:30,intra_session_sparse
CNDT,2025-08-27,10,0,276,1,1,1,2.83,2891188.0,1,1,09:30,intra_session_sparse
CNEY,2025-08-27,10,10,0,0,0,0,2.48,30377.0,0,0,,no_minute_file
CNH,2025-08-27,10,0,376,1,1,1,12.07,145794933.0,1,1,05:31,intra_session_sparse
CNNE,2025-08-27,10,0,295,1,1,1,18.76,14540343.0,1,1,09:30,intra_session_sparse
CNSP,2025-08-27,10,0,13,1,1,1,6.12,528136.0,1,0,09:30,intra_session_sparse
CNTN,2025-08-27,10,0,367,1,1,1,6.11,131001336.0,1,1,04:00,intra_session_sparse
CNTX,2025-08-27,10,10,0,0,0,0,0.86,146108.0,0,0,,no_minute_file
CNVS,2025-08-27,10,0,170,1,1,1,5.05,1661271.0,1,0,09:30,intra_session_sparse
COCH,2025-08-27,10,2,49,1,1,1,1.17,934495.0,1,0,07:00,intra_session_sparse
COCP,2025-08-27,10,2,27,1,1,1,1.545,309428.0,1,0,09:30,intra_session_sparse
CODA,2025-08-27,10,2,53,1,1,1,7.95,286354.0,1,0,08:00,intra_session_sparse
CODI,2025-08-27,10,1,195,1,1,1,7.49,6326830.0,1,1,08:48,intra_session_sparse
CODX,2025-08-27,10,0,104,1,1,1,9.372,1553433.0,1,0,07:12,intra_session_sparse
COGT,2025-08-27,10,1,286,1,1,1,12.23,15871554.0,1,1,09:30,intra_session_sparse
COHU,2025-08-27,10,10,0,1,0,0,20.2,7706945.0,1,0,,no_session_bars_has_month_file
COMP,2025-08-27,10,0,371,1,1,1,9.36,75336468.0,1,1,08:00,intra_session_sparse
CON,2025-08-27,10,10,0,1,0,0,22.86,20304789.0,1,0,,no_session_bars_has_month_file
COOT,2025-08-27,10,10,0,0,0,0,0.58,23389.0,0,0,,no_minute_file
CORZ,2025-08-27,10,0,374,1,1,1,14.04,255626463.0,1,1,04:00,intra_session_sparse
COTY,2025-08-27,10,0,376,1,1,1,3.69,44983956.0,1,1,04:00,intra_session_sparse
COUR,2025-08-27,10,0,358,1,1,1,11.12,36566327.0,1,1,08:00,intra_session_sparse
COYA,2025-08-27,10,2,113,1,1,1,6.73,451480.0,1,0,09:30,intra_session_sparse
CPAC,2025-08-27,10,10,0,0,0,0,6.33,23998.0,0,0,,no_minute_file
CPB,2025-08-27,10,10,0,0,0,0,31.97,193791788.0,0,0,,no_minute_file
CPIX,2025-08-27,10,2,30,1,1,1,3.4,226977.0,1,0,09:30,intra_session_sparse
CPNG,2025-08-27,10,10,0,0,0,0,28.42,321375385.0,0,0,,no_minute_file
CPOP,2025-08-27,10,2,46,1,1,1,1.17,4447984.0,1,1,09:30,intra_session_sparse
CPRI,2025-08-27,10,10,0,1,0,0,21.46,76230845.0,1,0,,no_session_bars_has_month_file
CPRX,2025-08-27,10,10,0,1,0,0,19.94,30688049.0,1,1,,no_session_bars_has_month_file
CPSH,2025-08-27,10,0,83,1,1,1,3.63,409607.0,1,0,09:30,intra_session_sparse
CRAC,2025-08-27,10,10,0,0,0,0,,,0,0,,no_daily_history
CRAN,2025-08-27,10,10,0,0,0,0,,,0,0,,no_daily_history
CRBP,2025-08-27,10,0,125,1,1,1,10.03,949949.0,1,0,04:17,intra_session_sparse
CRBU,2025-08-27,10,0,272,1,1,1,2.0,2031872.0,1,1,04:26,intra_session_sparse
CRCT,2025-08-27,10,0,299,1,1,1,5.7,4452338.0,1,1,09:30,intra_session_sparse
CRDF,2025-08-27,10,0,309,1,1,1,2.21,5862501.0,1,1,08:00,intra_session_sparse
CRE,2025-08-27,10,0,234,1,1,1,8.069,11356432.0,1,1,04:01,intra_session_sparse
CREG,2025-08-27,10,1,76,1,1,1,1.62,7289541.0,1,1,08:00,intra_session_sparse
CRGY,2025-08-27,10,0,376,1,1,1,9.02,35930434.0,1,1,07:00,intra_session_sparse
CRK,2025-08-27,10,0,366,1,1,1,15.87,45508921.0,1,1,08:00,intra_session_sparse
CRMD,2025-08-27,10,0,363,1,1,1,13.99,40591599.0,1,1,08:00,intra_session_sparse
CRML,2025-08-27,10,0,376,1,1,1,6.87,32664107.0,1,1,04:00,intra_session_sparse
CRMT,2025-08-27,10,10,0,0,0,0,46.1,4108780.0,0,0,,no_minute_file
CRNC,2025-08-27,10,0,331,1,1,1,10.33,29898467.0,1,1,06:19,intra_session_sparse
CRNT,2025-08-27,10,0,248,1,1,1,2.02,2015872.0,1,1,08:14,intra_session_sparse
CRON,2025-08-27,10,0,355,1,1,1,2.55,8900477.0,1,1,08:00,intra_session_sparse
CRSR,2025-08-27,10,0,247,1,1,1,8.77,6325644.0,1,1,09:30,intra_session_sparse
CRVS,2025-08-27,10,0,267,1,1,1,5.54,2365553.0,1,1,08:00,intra_session_sparse
